Symbol,Market Cap,Sector,Industry
NKX,787887138,Finance,Finance/Investors Services
NL,331277201,Consumer Services,Diversified Commercial Services
NLS,475407456,Consumer Non-Durables,Recreational Products/Toys
NLSN,8711480283,Miscellaneous,Business Services
NLY,12488643783,Consumer Services,Real Estate Investment Trusts
NLY^F,,,
NLY^G,,,
NLY^I,,,
NM,117161774,Finance,Business Services
NM^G,,,
NM^H,,,
NMCO,857212127,Finance,Finance/Investors Services
NMG,319504580,,
NMI,115523499,Finance,Trusts Except Educational Religious and Charitable
NMM,605637174,Transportation,Marine Transportation
NMR,15469738250,Finance,Investment Bankers/Brokers/Service
NMS,92576000,Finance,Finance Companies
NMT,145341688,Finance,Finance/Investors Services
NMZ,1327083299,Finance,Finance/Investors Services
NNA,52659150,Transportation,Marine Transportation
NNI,2852773880,Finance,Finance: Consumer Services
NNN,8471757340,Consumer Services,Real Estate Investment Trusts
NNN^F,,,
NNY,154332242,Finance,Investment Managers
NOA,410522036,,
NOAH,2683014826,Finance,Investment Managers
NOC,59608764159,Miscellaneous,Diversified Manufacture
NOK,30229507470,Technology,Radio And Television Broadcasting And Communications Equipment
NOM,36465185,Finance,Investment Managers
NOMD,5017911960,Consumer Non-Durables,Specialty Foods
NOV,5886993446,Energy,Metal Fabrications
NOVA,4215675395,Public Utilities,Power Generation
NOW,1.10952E+11,Technology,Computer Software: Prepackaged Software
NP,866566845,Basic Industries,Paper
NPCT,0,,
NPK,700011043,Consumer Non-Durables,Military/Government/Technical
NPO,1954395642,,
NPTN,488659020,Technology,Semiconductors
NPV,297846748,Finance,Investment Managers
NQP,575703451,Finance,Trusts Except Educational Religious and Charitable
NR,311993877,Energy,Metal Fabrications
NREF,107388407,Consumer Services,Real Estate Investment Trusts
NREF^A,,,
NRG,10105891132,Public Utilities,Electric Utilities: Central
NRGX,548554326,Finance,Finance/Investors Services
NRK,1252698965,Finance,Trusts Except Educational Religious and Charitable
NRP,261600661,Energy,Coal Mining
NRT,70399919,Energy,Oil & Gas Production
NRUC,0,,
NRZ,4825132699,Consumer Services,Real Estate Investment Trusts
NRZ^A,,,
NRZ^B,,,
NRZ^C,,,
NS,1969283234,,
NS^A,,,
NS^B,,,
NS^C,,,
NSA,4093070335,Consumer Services,Real Estate Investment Trusts
NSA^A,,,
NSC,65510593746,Transportation,Railroads
NSH,286637500,Finance,Business Services
NSL,228193800,Finance,Trusts Except Educational Religious and Charitable
NSP,3612244159,Technology,Professional Services
NSS,0,,
NSTB,498000000,,
NSTC,489110625,,
NSTD,486000000,Finance,Business Services
NTB,1811080574,Finance,Commercial Banks
NTCO,16251518872,Consumer Non-Durables,Package Goods/Cosmetics
NTG,167709693,Finance,Finance Companies
NTP,842757000,Capital Goods,Industrial Machinery/Components
NTR,35010777770,Capital Goods,Aerospace
NTST,987499575,Consumer Services,Real Estate Investment Trusts
NTZ,210306575,Consumer Durables,Home Furnishings
NUE,29253893423,Basic Industries,Steel/Iron Ore
NUO,301313910,Finance,Finance/Investors Services
NUS,2824889924,Health Care,Other Pharmaceuticals
NUV,2413887730,Finance,Trusts Except Educational Religious and Charitable
NUVB,2007646536,Health Care,Major Pharmaceuticals
NUW,309481033,Finance,Investment Managers
NVG,3806530487,Finance,Investment Managers
NVGS,564748611,Transportation,Marine Transportation
NVO,1.98726E+11,Health Care,Major Pharmaceuticals
NVR,18046119727,Capital Goods,Homebuilding
NVRO,5304685278,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVS,2.08748E+11,Health Care,Major Pharmaceuticals
NVST,7088652992,Health Care,Medical/Dental Instruments
NVT,5243285275,Capital Goods,Electrical Products
NVTA,6276888305,Health Care,Medical Specialities
NWG,32880762782,Finance,Commercial Banks
NWHM,103570832,,
NWN,1603922234,Public Utilities,Oil/Gas Transmission
NX,818063696,Basic Industries,Metal Fabrications
NXC,108651196,Finance,Investment Managers
NXJ,648378290,Finance,Finance/Investors Services
NXN,56008237,Finance,Trusts Except Educational Religious and Charitable
NXP,302927575,Finance,Trusts Except Educational Religious and Charitable
NXQ,292498210,Finance,Trusts Except Educational Religious and Charitable
NXR,241756630,Finance,Trusts Except Educational Religious and Charitable
NXRT,1474460634,Consumer Services,Real Estate Investment Trusts
NXU,348953125,,
NYC,165966060,Consumer Services,Real Estate Investment Trusts
NYCB,5371449064,Finance,Banks
NYCB^A,,,
NYCB^U,,,
NYT,7244878818,Consumer Services,Newspapers/Magazines
NZF,2488624597,Finance,Finance Companies
O,26983243426,Consumer Services,Real Estate Investment Trusts
OACB,308125000,Finance,Business Services
OAK^A,,,
OAK^B,,,
OC,10097303976,Basic Industries,Building Materials
OCA,253349688,,
OCFT,4016933596,Technology,Computer Software: Programming Data Processing
OCN,249840295,Finance,Finance: Consumer Services
ODC,259770935,Capital Goods,Office Equipment/Supplies/Services
OEC,1152279579,Basic Industries,Specialty Chemicals
OFC,3337207064,Consumer Services,Real Estate Investment Trusts
OFG,1127801002,Finance,Major Banks
OFG^D,,,
OG,320403228,Consumer Services,Catalog/Specialty Distribution
OGE,6795906655,Public Utilities,Electric Utilities: Central
OGN,7539565840,,
OGS,3922569758,Public Utilities,Oil/Gas Transmission
OHI,8818928034,Consumer Services,Real Estate Investment Trusts
OI,2556596915,Consumer Durables,Containers/Packaging
OIA,392969913,Finance,Finance Companies
OII,1525216352,Energy,Oilfield Services/Equipment
OIS,442449506,Energy,Metal Fabrications
OKE,25359941678,Public Utilities,Oil & Gas Production
OLN,7174903230,Basic Industries,Specialty Chemicals
OLO,5390140842,Technology,Computer Software: Prepackaged Software
OLP,613049764,Consumer Services,Real Estate Investment Trusts
OMC,17126881795,Technology,Advertising
OMF,8302615907,Finance,Finance: Consumer Services
OMI,3394427346,Health Care,Medical Specialities
ONE,163155002,Miscellaneous,Service to the Health Industry
ONTF,1704477792,Technology,Computer Software: Prepackaged Software
ONTO,3493584880,Technology,Semiconductors
OOMA,435000000,Consumer Services,Telecommunications Equipment
OPA,241750000,,
OPP,224081645,Finance,Finance/Investors Services
OPP^A,,,
OPY,578341428,Finance,Investment Bankers/Brokers/Service
OR,2252326200,Basic Industries,Precious Metals
ORA,3880838053,Public Utilities,Electric Utilities: Central
ORAN,30263672524,Public Utilities,Telecommunications Equipment
ORC,566070689,Consumer Services,Real Estate Investment Trusts
ORCC,5730297529,Finance,Diversified Financial Services
ORCL,2.43127E+11,Technology,Computer Software: Prepackaged Software
ORI,7679695968,Finance,Specialty Insurers
ORN,174486213,Capital Goods,Oilfield Services/Equipment
OSCR,4035650295,Finance,Accident &Health Insurance
OSG,233663221,Transportation,Marine Transportation
OSH,14008716250,Health Care,Assisted Living Services
OSI,0,,
OSK,8576428081,Capital Goods,Auto Manufacturing
OTIS,35970801800,,
OUST,2016500570,Capital Goods,Industrial Machinery/Components
OUT,3642864423,Consumer Services,Real Estate Investment Trusts
OVV,7956614811,Energy,Oil & Gas Production
OWL,454781250,Finance,Investment Managers
OXM,1721371531,Consumer Non-Durables,Apparel
OXY,27993226363,Energy,Oil & Gas Production
PAC,5778653924,,
PACE,559687500,Finance,Business Services
PACK,1996550344,Basic Industries,Containers/Packaging
PAG,6469402605,Consumer Services,Other Specialty Stores
PAGS,17032608989,Technology,EDP Services
PAI,149105746,Finance,Trusts Except Educational Religious and Charitable
PAM,909323590,Public Utilities,Electric Utilities: Central
PANW,37839277829,Technology,EDP Services
PAR,1734590610,Technology,Computer Software: Prepackaged Software
PARR,1006272935,Energy,Oil & Gas Production
PATH,33786376541,Technology,Computer Software: Prepackaged Software
PAY,4214404387,Technology,Retail: Computer Software & Peripheral Equipment
PAYC,22636734097,Technology,Computer Software: Prepackaged Software
PB,6674881781,Finance,Major Banks
PBA,17725823170,Energy,Oil & Gas Production
PBC,0,Finance,Finance/Investors Services
PBF,1549133154,Energy,Integrated oil Companies
PBFX,915527184,,
PBH,2593370052,Health Care,Major Pharmaceuticals
PBI,1619800390,Miscellaneous,Office Equipment/Supplies/Services
PBI^B,,,
PBR,71938769949,Energy,Oil & Gas Production
PBT,263339697,Energy,Oil & Gas Production
PCF,94119700,Finance,Trusts Except Educational Religious and Charitable
PCG,20267929228,Public Utilities,Power Generation
PCGU,0,Public Utilities,Power Generation
PCI,3400179792,Finance,Investment Managers
PCK,308611200,Finance,Trusts Except Educational Religious and Charitable
PCM,136773688,Finance,Trusts Except Educational Religious and Charitable
PCN,763918004,Finance,Investment Managers
PCOR,12266341915,Technology,EDP Services
PCPC,430169728,,
PCQ,361255642,Finance,Investment Managers
PD,3516303626,Technology,Retail: Computer Software & Peripheral Equipment
PDAC,435750000,Finance,Business Services
PDI,2021140814,Finance,Trusts Except Educational Religious and Charitable
PDM,2387558269,Consumer Services,Building operators
PDO,1523853931,Finance,Trusts Except Educational Religious and Charitable
PDOT,499335944,,
PDS,556391054,Energy,Oil & Gas Production
PDT,832111690,Finance,Finance Companies
PEAK,18857292927,Consumer Services,Real Estate Investment Trusts
PEB,3044196428,Consumer Services,Real Estate Investment Trusts
PEB^C,,,
PEB^D,,,
PEB^E,,,
PEB^F,,,
PEB^G,,,
PEG,30682618154,Public Utilities,Electric Utilities: Central
PEI,181505198,Consumer Services,Real Estate Investment Trusts
PEI^B,,,
PEI^C,,,
PEI^D,,,
PEN,9908608161,Health Care,Medical/Dental Instruments
PEO,384292174,Consumer Services,Real Estate Investment Trusts
PFD,189054807,Finance,Investment Managers
PFE,2.22564E+11,Health Care,Major Pharmaceuticals
PFGC,6532401255,Consumer Non-Durables,Food Distributors
PFH,0,,
PFL,437094735,Finance,Finance Companies
PFN,852843930,Finance,Finance/Investors Services
PFO,173241691,Finance,Finance Companies
PFS,1753473220,Finance,Savings Institutions
PFSI,4023404797,Finance,Finance: Consumer Services
PG,3.35751E+11,Consumer Non-Durables,Package Goods/Cosmetics
PGP,122590741,Finance,Finance Companies
PGR,58459764000,Finance,Property-Casualty Insurers
PGRE,2244243609,Consumer Services,Real Estate Investment Trusts
PGTI,1365957873,Capital Goods,Building Products
PGZ,106427991,Finance,Investment Managers
PH,40444842604,Capital Goods,Office Equipment/Supplies/Services
PHD,296115943,Finance,Investment Managers
PHG,42547618503,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PHI,5500780032,Public Utilities,Telecommunications Equipment
PHK,932520580,Finance,Finance/Investors Services
PHM,13979278992,Capital Goods,Homebuilding
PHR,3415631643,Health Care,Managed Health Care
PHT,290856121,Finance,Investment Managers
PHX,104884030,Energy,Oil & Gas Production
PIAI,330920754,Finance,Business Services
PICC,338100000,,
PII,8311774555,Consumer Non-Durables,Recreational Products/Toys
PIM,215441302,Finance,Finance Companies
PINE,212663393,Consumer Services,Real Estate Investment Trusts
PING,1948737427,Technology,EDP Services
PINS,46707383246,,
PIPP,267525300,,
PIPR,1836330239,Finance,Investment Bankers/Brokers/Service
PJT,2993424286,Finance,Investment Managers
PK,4670687612,Consumer Services,Real Estate Investment Trusts
PKE,321641783,,
PKG,13195625708,Basic Industries,Paper
PKI,17325932920,Health Care,Medical Specialities
PKO,549147272,Finance,Finance/Investors Services
PKX,22908498270,Basic Industries,Steel/Iron Ore
PLAN,7657770596,Technology,Computer Software: Prepackaged Software
PLD,94254477930,Consumer Services,Real Estate Investment Trusts
PLNT,6390010121,Consumer Services,Other Consumer Services
PLOW,931073944,Capital Goods,Construction/Ag Equipment/Trucks
PLTR,43147769652,Technology,Retail: Computer Software & Peripheral Equipment
PLYM,625734548,Consumer Services,Real Estate Investment Trusts
PM,1.53594E+11,Consumer Non-Durables,Farming/Seeds/Milling
PMF,392746740,Finance,Finance/Investors Services
PML,952242480,Finance,Investment Managers
PMM,425256009,Finance,Investment Managers
PMO,485721929,Finance,Finance Companies
PMT,2053198892,Consumer Services,Real Estate Investment Trusts
PMT^A,,,
PMT^B,,,
PMVC,212625000,,
PMX,431015000,Finance,Trusts Except Educational Religious and Charitable
PNC,81534565757,Finance,Major Banks
PNC^P,,,
PNF,101551525,Finance,Finance Companies
PNI,133820440,Finance,Trusts Except Educational Religious and Charitable
PNM,4180158364,Public Utilities,Electric Utilities: Central
PNR,11697275083,Capital Goods,Fluid Controls
PNTM,836193750,Finance,Business Services
PNW,9446275596,Public Utilities,Electric Utilities: Central
POLY,1511208961,Public Utilities,Telecommunications Equipment
POND,0,,
POR,4148746595,Public Utilities,Electric Utilities: Central
POST,6970647548,Consumer Non-Durables,Specialty Foods
PPG,40798650082,Basic Industries,Paints/Coatings
PPL,21828668927,Public Utilities,Electric Utilities: Central
PPT,478352829,Finance,Finance Companies
PPX,0,Public Utilities,Electric Utilities: Central
PQG,2100421186,Basic Industries,Major Chemicals
PRA,1169170156,Finance,Property-Casualty Insurers
PRE^J,,,
PRG,3069716232,Technology,Diversified Commercial Services
PRGO,6214037948,Health Care,Major Pharmaceuticals
PRI,5833663191,Finance,Life Insurance
PRIF^A,,,
PRIF^E,,,
PRIF^F,,,
PRIF^G,,,
PRIF^H,,,
PRIF^I,,,
PRLB,2498999577,Capital Goods,Office Equipment/Supplies/Services
PRMW,2650623621,Consumer Non-Durables,Beverages (Production/Distribution)
PRO,2031206090,Technology,EDP Services
PROS,559937452,Finance,Property-Casualty Insurers
PRPB,1068725000,Finance,Business Services
PRPC,539296875,Finance,Business Services
PRS,957130033,Finance,Investment Bankers/Brokers/Service
PRT,87958242,Energy,Oil & Gas Production
PRTY,1018364768,Miscellaneous,Diversified Commercial Services
PRU,40038280000,Finance,Life Insurance
PSA,54897641644,Consumer Services,Real Estate Investment Trusts
PSA^D,,,
PSA^E,,,
PSA^F,,,
PSA^G,,,
PSA^H,,,
PSA^I,,,
PSA^J,,,
PSA^K,,,
PSA^L,,,
PSA^M,,,
PSA^N,,,
PSA^O,,,
PSA^P,,,
PSB,4250753971,Consumer Services,Real Estate Investment Trusts
PSB^W,,,
PSB^X,,,
PSB^Y,,,
PSB^Z,,,
PSF,380325010,Finance,Investment Managers
PSFE,8322692393,Miscellaneous,Business Services
PSN,4167006260,Capital Goods,Industrial Machinery/Components
PSO,8757198845,Consumer Services,Books
PSTG,5350685174,Technology,Electronic Components
PSTH,4318002159,Finance,Business Services
PSTL,253778202,Consumer Services,Real Estate Investment Trusts
PSX,36080245250,Energy,Integrated oil Companies
PSXP,8930383110,Energy,Oil & Gas Production
PTA,1425502456,Finance,Trusts Except Educational Religious and Charitable
PTR,81773772881,Energy,Oil & Gas Production
PTY,2227820560,Finance,Investment Managers
PUK,50075871102,Finance,Life Insurance
PUK^,,,
PUK^A,,,
PUMP,919500176,Energy,Oilfield Services/Equipment
PV,519762500,Finance,Business Services
PVG,1726186042,,
PVH,7687583713,,
PVL,64350000,Energy,Oil & Gas Production
PWR,12628936318,Capital Goods,Engineering & Construction
PXD,38315164101,Energy,Oil & Gas Production
PYN,59914880,Finance,Investment Managers
PYS,0,Finance,Trusts Except Educational Religious and Charitable
PYT,0,,
PZC,259843410,Finance,Investment Managers
PZN,790985957,Finance,Investment Managers
QD,506176396,Technology,Computer Software: Prepackaged Software
QFTA,245525000,,
QGEN,11143977530,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QS,9844868118,Capital Goods,Auto Parts:O.E.M.
QSR,19505338217,,
QTS,5306701288,Consumer Services,Real Estate Investment Trusts
QTS^A,,,
QTS^B,,,
QTWO,5752150470,Technology,EDP Services
QUAD,214347192,Consumer Services,Recreational Products/Toys
QUOT,1017650487,Technology,Advertising
QVCC,0,,
QVCD,0,,
R,4012805128,Miscellaneous,Rental/Leasing Companies
RA,988907105,Finance,Investment Managers
RAAS,1043750605,Technology,Computer Software: Prepackaged Software
RACE,51931383471,Capital Goods,Auto Manufacturing
RAD,813331232,Health Care,Medical/Nursing Services
RAMP,2923849729,Technology,EDP Services
RBA,6565004773,,
RBAC,704375000,Finance,Business Services
RBC,5433032234,Consumer Durables,Metal Fabrications
RBLX,49313214808,Technology,EDP Services
RC,1111770721,Consumer Services,Real Estate Investment Trusts
RC^B,,,
RC^C,,,
RC^D,,,
RC^E,,,
RCA,0,Consumer Services,Real Estate Investment Trusts
RCB,0,,
RCC,,Finance,Finance Companies
RCI,26942814968,,
RCL,20757691372,,
RCS,338687893,Finance,Investment Managers
RCUS,2082308574,Health Care,Major Pharmaceuticals
RDN,4283577711,Finance,Property-Casualty Insurers
RDS/B,,,
RDY,12287979234,Health Care,Major Pharmaceuticals
RE,9976789373,Finance,Property-Casualty Insurers
RELX,54577252968,Consumer Services,Publishing
RENN,275982400,Technology,EDP Services
RERE,3116887704,,
RES,1076517770,Energy,Oilfield Services/Equipment
REV,663765877,Consumer Non-Durables,Package Goods/Cosmetics
REVG,1077305149,Capital Goods,Auto Manufacturing
REX,519686160,Basic Industries,Automotive Aftermarket
REXR,7940512931,Consumer Services,Real Estate Investment Trusts
REXR^A,,,
REXR^B,,,
REXR^C,,,
REZI,4278110688,Miscellaneous,Diversified Manufacture
RF,19254546482,Finance,Major Banks
RF^B,,,
RF^C,,,
RF^E,,,
RFI,445210159,Finance,Investment Managers
RFL,1126463847,Finance,Real Estate
RFM,149075750,Finance,Trusts Except Educational Religious and Charitable
RFMZ,0,Finance,Trusts Except Educational Religious and Charitable
RFP,1020275409,Basic Industries,Paper
RGA,7908723318,Finance,Life Insurance
RGR,1433766744,,
RGS,300992386,,
RGT,84907992,Finance,Trusts Except Educational Religious and Charitable
RH,15005592456,Consumer Services,Other Specialty Stores
RHI,9928075514,Technology,Diversified Commercial Services
RHP,4440981685,Consumer Services,Real Estate Investment Trusts
RICE,508945866,,
RIG,2759326329,Energy,Oil & Gas Production
RIO,1.39282E+11,Basic Industries,Steel/Iron Ore
RIV,189429915,Finance,Finance Companies
RJF,18415400385,Finance,Investment Bankers/Brokers/Service
RKT,2460625715,Finance,Finance: Consumer Services
RKTA,325072500,,
RL,8503346972,Consumer Non-Durables,Apparel
RLGY,2166656744,Finance,Real Estate
RLI,4752237437,Finance,Property-Casualty Insurers
RLJ,2396254908,Consumer Services,Real Estate Investment Trusts
RLJ^A,,,
RLX,11828052992,Consumer Non-Durables,Farming/Seeds/Milling
RM,509984739,Finance,Finance: Consumer Services
RMAX,1059871807,Finance,Real Estate
RMD,36210657315,Health Care,Medical/Dental Instruments
RMI,152958432,Finance,Finance/Investors Services
RMM,416503809,Finance,Trusts Except Educational Religious and Charitable
RMO,935437106,Capital Goods,Automotive Aftermarket
RMPL^,,,
RMT,536118653,Finance,Investment Managers
RNG,26064196728,Technology,EDP Services
RNGR,173539738,Energy,Oilfield Services/Equipment
RNP,1290429074,Finance,Investment Managers
RNR,7474447275,Finance,Property-Casualty Insurers
RNR^E,,,
RNR^F,,,
ROG,3739436855,Capital Goods,Industrial Machinery/Components
ROK,34000024732,Capital Goods,Industrial Machinery/Components
ROL,17401487526,Technology,Industrial Specialties
ROP,50760992766,Capital Goods,Industrial Machinery/Components
ROSS,418308188,,
ROT,342930000,,
RPAI,2561759417,Consumer Services,Real Estate Investment Trusts
RPM,11657315173,Basic Industries,Paints/Coatings
RPT,1081118240,Consumer Services,Real Estate Investment Trusts
RPT^D,,,
RQI,2165343284,Finance,Trusts Except Educational Religious and Charitable
RRC,4158183244,Energy,Oil & Gas Production
RRD,453416000,Consumer Services,Recreational Products/Toys
RS,9731372866,Basic Industries,Steel/Iron Ore
RSF,102834703,Finance,Investment Managers
RSG,35939113749,Public Utilities,Environmental Services
RSI,2601421651,Consumer Services,Services-Misc. Amusement & Recreation
RTP,860775000,Capital Goods,Aerospace
RTPZ,286350000,Finance,Business Services
RTX,1.30631E+11,Capital Goods,Military/Government/Technical
RVI,459614894,Consumer Services,Real Estate Investment Trusts
RVLV,5187308279,Consumer Services,Catalog/Specialty Distribution
RVT,1905869707,Finance,Trusts Except Educational Religious and Charitable
RWT,1390029113,Consumer Services,Real Estate Investment Trusts
RXN,6339230127,Technology,Industrial Machinery/Components
RY,1.46044E+11,Finance,Commercial Banks
RY^T,,,
RYAM,460444836,Basic Industries,Industrial Specialties
RYB,132414461,Miscellaneous,Other Consumer Services
RYI,557881613,Capital Goods,Office Equipment/Supplies/Services
RYN,5281747459,Consumer Services,Real Estate Investment Trusts
RZA,0,Finance,Life Insurance
RZB,0,Finance,Life Insurance
S,0,,
SA,1304344944,Basic Industries,Precious Metals
SAF,0,Finance,Finance Companies
SAFE,4496447264,Consumer Services,Real Estate Investment Trusts
SAH,1979911433,Consumer Services,Other Specialty Stores
SAIC,5157208548,Technology,EDP Services
SAIL,4664247211,Technology,Computer Software: Prepackaged Software
SAK,0,Finance,Finance Companies
SAM,12033790303,Consumer Non-Durables,Beverages (Production/Distribution)
SAN,65095100467,Finance,Commercial Banks
SAND          ,1521537009,Basic Industries,Precious Metals
SAP,1.7571E+11,Technology,EDP Services
SAR,310426356,Finance,Finance Companies
SAVE,3189182427,Transportation,Air Freight/Delivery Services
SB,385415872,Transportation,Marine Transportation
SB^C,,,
SB^D,,,
SBBA,0,Transportation,Marine Transportation
SBG,280025000,,
SBH,2423992175,Miscellaneous,Diversified Commercial Services
SBI,138851626,Finance,Finance/Investors Services
SBII,289980507,Finance,Business Services
SBOW,282226964,Energy,Oil & Gas Production
SBR,606354959,Energy,Oil & Gas Production
SBS,4852920070,,
SBSW,12452528165,Basic Industries,Precious Metals
SC,12544404778,Finance,Finance Companies
SCCO,50303877614,Basic Industries,Precious Metals
SCD,260082563,Finance,Trusts Except Educational Religious and Charitable
SCE^G,,,
SCE^H,,,
SCE^J,,,
SCE^K,,,
SCE^L,,,
SCHW,1.3527E+11,Finance,Investment Bankers/Brokers/Service
SCHW^D,,,
SCHW^J,,,
SCI,9436093797,Miscellaneous,Other Consumer Services
SCL,2719369998,Consumer Non-Durables,Package Goods/Cosmetics
SCM,253512899,Finance,Finance/Investors Services
SCPE,229950000,Finance,Business Services
SCS,1692397698,Consumer Durables,Office Equipment/Supplies/Services
SCU,1396203253,Finance,Investment Managers
SCVX,284912500,Finance,Business Services
SCX,63363702,Consumer Durables,Home Furnishings
SD,208089370,Energy,Oil & Gas Production
SDHY,481371323,Finance,Finance/Investors Services
SE,1.4467E+11,Technology,Computer Software: Prepackaged Software
SEAH,561375000,,
SEAS,3896974951,Consumer Services,Movies/Entertainment
SEE,8813895055,Basic Industries,Containers/Packaging
SEM,5556703074,Health Care,Hospital/Nursing Management
SEMR,2774892001,Technology,EDP Services
SF,7007419404,Finance,Investment Bankers/Brokers/Service
SF^A,,,
SF^B,,,
SF^C,,,
SFB,0,Finance,Investment Bankers/Brokers/Service
SFBS,3660734823,Finance,Major Banks
SFE,160744577,Finance,Finance/Investors Services
SFL,870367063,Transportation,Marine Transportation
SFTW,396893750,,
SFUN,104460517,Technology,EDP Services
SGFY,6868038302,Technology,Retail: Computer Software & Peripheral Equipment
SGU,460281206,Public Utilities,Oil Refining/Marketing
SHAK,4370200756,Consumer Services,Restaurants
SHG,17760474354,Finance,Major Banks
SHI,2474323766,Basic Industries,Major Chemicals
SHLX,5852148311,Energy,Oilfield Services/Equipment
SHO,2609996619,Consumer Services,Real Estate Investment Trusts
SHO^H,,,
SHOP,1.85921E+11,,
SHW,73926010590,Basic Industries,Paints/Coatings
SI,2711299569,,
SID,12462434359,Basic Industries,Steel/Iron Ore
SIG,4051679234,Consumer Services,Consumer Specialties
SII,943611804,Finance,Investment Managers
SITC,3262541610,Consumer Services,Real Estate Investment Trusts
SITC^A,,,
SITE,7844239284,,
SIX,3606094320,Consumer Services,Movies/Entertainment
SJI,2971297443,Public Utilities,Oil/Gas Transmission
SJIJ,0,Public Utilities,Oil/Gas Transmission
SJIV,0,Public Utilities,Oil/Gas Transmission
SJM,14130378590,Consumer Non-Durables,Packaged Foods
SJR,14620632798,Consumer Services,Television Services
SJT,231179628,Energy,Oil & Gas Production
SJW,1949748104,Public Utilities,Water Supply
SKIL,1250754797,Technology,Computer Software: Prepackaged Software
SKLZ,7021817144,Technology,EDP Services
SKM,20219879974,Public Utilities,Telecommunications Equipment
SKT,1945518686,Consumer Services,Real Estate Investment Trusts
SKX,7726608988,Consumer Non-Durables,Shoe Manufacturing
SKY,2993983634,Basic Industries,Homebuilding
SLAC,419175000,,
SLB,43655939495,Energy,Oilfield Services/Equipment
SLCA,899531146,Energy,Metal Fabrications
SLF,30179639993,Technology,Advertising
SLG,5573978408,Consumer Services,Real Estate Investment Trusts
SLG^I,,,
SLQT,2847885138,Finance,Specialty Insurers
SM,2715238783,Energy,Oil & Gas Production
SMAR,9179464579,Technology,EDP Services
SMFG,47279757686,Finance,Commercial Banks
SMG,10174160621,Basic Industries,Agricultural Chemicals
SMHI,107665004,Transportation,Marine Transportation
SMLP,253939310,Energy,Oilfield Services/Equipment
SMM,105448566,Finance,Trusts Except Educational Religious and Charitable
SMP,978211074,Capital Goods,Auto Parts:O.E.M.
SMWB,1634339432,,
SNA,12279941967,Capital Goods,Diversified Manufacture
SNAP,1.01782E+11,Technology,Internet and Information Services
SNDR,3831834206,Transportation,Trucking Freight/Courier Services
SNII,422193750,,
SNN,19137956537,Health Care,Industrial Specialties
SNOW,79076466000,Technology,Computer Software: Prepackaged Software
SNP,57085075326,Energy,Integrated oil Companies
SNPR,433406250,Finance,Business Services
SNR,766951161,Consumer Services,Real Estate Investment Trusts
SNV,6578517794,Finance,Major Banks
SNV^D,,,
SNV^E,,,
SNX,6102160240,Technology,EDP Services
SO,65423357793,Public Utilities,Power Generation
SOAC,372375000,Finance,Business Services
SOGO,3372040969,Technology,EDP Services
SOI,440857201,Energy,Metal Fabrications
SOJB,0,Public Utilities,Electric Utilities: Central
SOJC,0,Public Utilities,Power Generation
SOJD,0,Public Utilities,Electric Utilities: Central
SOJE,0,Public Utilities,Electric Utilities: Central
SOL,574726874,Technology,Semiconductors
SOLN,0,Public Utilities,Electric Utilities: Central
SON,6789405053,Basic Industries,Containers/Packaging
SONY,1.29231E+11,Consumer Non-Durables,Consumer Electronics/Appliances
SOR,380259527,Finance,Investment Managers
SOS,523947267,Finance,Finance: Consumer Services
SPAQ,673440000,,
SPB,3486607017,,
SPCE,9794592724,Consumer Services,Transportation Services
SPE,141482541,Finance,Finance/Investors Services
SPFR,430387500,Finance,Business Services
SPG,42798826596,Consumer Services,Real Estate Investment Trusts
SPG^J,,,
SPGI,99190575000,Finance,Investment Managers
SPGS,422193750,,
SPH,986711328,Public Utilities,Other Specialty Stores
SPLP,677449377,,
SPLP^A,,,
SPNT,1607821266,Finance,Property-Casualty Insurers
SPNT^B,,,
SPNV,499603125,Finance,Real Estate
SPOT,49847283407,Consumer Services,Broadcasting
SPR,4870385659,Capital Goods,Military/Government/Technical
SPXC,2902557245,Capital Goods,Industrial Machinery/Components
SPXX,311514655,Finance,Trusts Except Educational Religious and Charitable
SQ,1.10814E+11,Technology,Computer Software: Prepackaged Software
SQM,13301845898,Basic Industries,Agricultural Chemicals
SQNS,204331121,Technology,Semiconductors
SQSP,7512827402,Technology,EDP Services
SQZ,415995292,Consumer Durables,Specialty Chemicals
SR,3755036902,Public Utilities,Oil/Gas Transmission
SR^A,,,
SRC,5642321316,Consumer Services,Real Estate Investment Trusts
SRC^A,,,
SRE,40400388475,Public Utilities,Oil/Gas Transmission
SRE^B,,,
SREA,0,Consumer Services,Professional Services
SRG,735916294,Consumer Services,Real Estate Investment Trusts
SRG^A,,,
SRI,780948038,Capital Goods,Auto Parts:O.E.M.
SRL,195010538,Consumer Services,Professional Services
SRLP,702339109,Energy,Oil Refining/Marketing
SRT,289571178,Miscellaneous,Business Services
SRV,63645848,Finance,Finance Companies
SSD,4825592410,Capital Goods,Industrial Specialties
SSL,9919435838,Energy,Oil & Gas Production
SSTK,3813575477,,
ST,9203574601,Capital Goods,Industrial Machinery/Components
STAG,6322055284,Consumer Services,Real Estate Investment Trusts
STAR          ,1743743898,Consumer Services,Real Estate Investment Trusts
